FMZ1CODE,FMZ2CODE,DMA1CODE,DMA2CODE,METRICCALCULATED,GENID,GISID,SHORTGISID,TWGUID,LIFECYCLESTATUS,NETWORKCODE1,NETWORKCODE2,METERTYPE,SHAPEX,SHAPEY,geometry
ZELTHM,None,ZELTHM12,ZELTHM09,101.60000000000001,16347259,1791518,12ECE,90CBE016-9358-11D6-9595-0002A54212B3,LIVE,ZELTHM12,ZELTHM09,VENT,552762.6,173717.7,POINT (552762.5999999996 173717.69999999925)
ZMAIDL,None,None,None,150,null,10599942,6B7ZU,None,LIVE,ZMAIDL,None,HLX,529710.0331,182683.3811,POINT (529710.0330999997 182683.3811000008)
ZHAM36,None,None,None,300,null,8610880,55K74,None,LIVE,ZHAM36,None,None,522185.60141911,172845.6163666,POINT (522185.60140000004 172845.6163999997)
ZWOODF,None,ZWOODF45,None,304.8,22039944,1791438,12EA6,00AA45BD-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF45,ZWOODF,VENT,541984.1,185889.80000000002,POINT (541984.0999999996 185889.80000000075)
ZMAIDL,None,ZMAIDL73,None,125,null,10664159,6DLJN,None,PROP,ZMAIDL73,None,None,530965.8077,182315.1781,POINT (530965.8076999998 182315.1780999992)
None,None,None,None,762,null,8223684,5W9GO,None,LIVE,ZWKREGCS,ZWKREGCS,None,523588.85805896,173885.409055,POINT (523588.85809999984 173885.40909999982)
ZBRETH,None,ZBRETH02,ZBRETH03,254,22028497,1789142,12CIE,4CC7CC74-9349-11D6-9595-0002A54212B3,LIVE,ZBRETH02,ZBRETH03,VENT,445790,239180.7,POINT (445790 239180.69999999925)
ZNEWFM,None,ZNEWFM07,None,152.4,25830805,1789832,12D1K,5903A448-9F97-463E-94DB-A236F34A99EA,LIVE,ZNEWFM06,ZNEWFM,UNK,476991,180124.30000000002,POINT (476991 180124.30000000075)
ZMAIDL,None,ZMAIDL12,None,152.4,null,10334896,66IGG,None,LIVE,ZMAIDL12,ZMAIDL,VENT,530863.0357,186359.9453,POINT (530863.0356999999 186359.9452999998)
ZOGBOR,None,ZOGBOR01,None,null,25095646,1796427,12I4R,4B57F9B1-E7CD-49FE-B8DB-B00887877CFA,LIVE,ZWKREGWE,ZOGBOR01,UNK,418368.9,177157,POINT (418368.9000000004 177157)
ZSUHIL,None,ZSUHIL09,None,150,null,10381344,66IBO,None,LIVE,ZSUHIL09,None,None,526854.5427,181894.6718,POINT (526854.5427000001 181894.6718000006)
ZCRYST,None,ZCRYST04,None,100,null,10786491,6F7XR,None,LIVE,ZCRYST04,None,None,535121.2825,171621.845,POINT (535121.2824999997 171621.84500000067)
ZOXLWD,None,ZOXLWD04,None,101.60000000000001,null,10705206,6DG7U,None,LIVE,ZOXLWD04,None,None,549377.4455,176646.4227,POINT (549377.4455000004 176646.42270000093)
ZWOODF,None,ZWOODF95,None,152.4,22053010,1791199,12E3J,B7143434-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF95,ZWOODF,VENT,533431.4,190610.4,POINT (533431.4000000004 190610.40000000037)
ZPEWLY,None,ZPEWLY12,ZPEWLY04,null,25028194,1789748,12CZ8,E8938B36-9350-11D6-9595-0002A54212B3,LIVE,ZPEWLY04,ZPEWLY12,VENT,499728.10000000003,149253.2,POINT (499728.0999999996 149253.19999999925)
ZKNOCK,None,ZKNOCK01,ZKNOCK06,300,22082898,1790846,12DTQ,F64FD5CA-9354-11D6-9595-0002A54212B3,LIVE,ZKNOCK01,ZKNOCK06,VENT,539632.5,161139.4,POINT (539632.5 161139.40000000037)
ZCRCHH,None,ZCRCHH83,None,152.4,25634132,1790871,12DUF,E06FFA22-9355-11D6-9595-0002A54212B3,LIVE,ZCRCHH83,ZCRCHH,VENT,531702.07549959,183341.99607551,POINT (531702.0755000003 183341.99609999917)
ZCRCHH,ZSEWRD,ZCRCHH103,None,254,21881624,1791027,12DYR,99D12FE1-9356-11D6-9595-0002A54212B3,LIVE,ZCRCHH,ZCRCHH103,VENT,531547.0106,193251.3515,POINT (531547.0105999997 193251.3515000008)
ZBLUNB,None,ZBLUNB03,None,101.60000000000001,25081226,1796435,12I4Z,6B0940A7-308C-4A33-91D1-6C8FE76E6B71,LIVE,ZBLUNB03,ZWKREGWE,UNK,414844.3,190081,POINT (414844.2999999998 190081)
ZFRNBO,None,ZFRNBO10,None,304.8,16323538,1791628,12EFG,37A39ADC-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO,ZFRNBO,VENT,543519.3,164547.30000000002,POINT (543519.2999999998 164547.30000000075)
ZWOODF,None,ZWOODF29,None,304.8,22038520,1791097,12E0P,6D5D6554-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF29,ZWOODF,VENT,537958,186759,POINT (537958 186759)
ZADDIN,None,ZADDIN03,ZADDIN09,101.60000000000001,22033625,1789992,12D60,BE05D8B5-9354-11D6-9595-0002A54212B3,LIVE,ZADDIN03,ZADDIN09,VENT,533824.4,165073.30000000002,POINT (533824.4000000004 165073.30000000075)
ZHEADN,None,ZHEADN05,None,101.60000000000001,25063578,1789133,12CI5,E7A7E556-7440-44DE-8D63-E3372D4B48F6,LIVE,ZHEADN05,ZHEADN,UNK,451509.3,205143.2,POINT (451509.2999999998 205143.19999999925)
ZFRNBO,None,ZFRNBO03,None,200,22054688,1790841,12DTL,E4E32135-9354-11D6-9595-0002A54212B3,LIVE,ZFRNBO03,ZFRNBO,VENT,538978.3,165054.80000000002,POINT (538978.2999999998 165054.80000000075)
ZWOODF,None,ZWOODF38,None,null,null,7862963,5PJ4N,None,LIVE,ZWOODF38,ZWOODF,None,537306.24282022,184617.39930178,POINT (537306.2428000001 184617.3992999997)
ZSTHFL,None,ZSTHFL21,None,203.20000000000002,26023125,1791564,12EDO,72B7EFDF-F45E-4B80-9E5E-9572A9A790E3,LIVE,ZSTHFL,ZSTHFL21,UNK,561195.5,173069.7,POINT (561195.5 173069.69999999925)
ZWITNY,None,ZWITNY11,None,254,22050430,1789047,12CFR,47EF8BCC-9348-11D6-9595-0002A54212B3,LIVE,ZWITNY,ZWITNY11,VENT,435943.4116,209293.4161,POINT (435943.4116000002 209293.4160999991)
ZFRNBO,None,ZFRNBO08,None,152.4,16323387,1791728,12EI8,37A38E41-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO08,ZFRNBO,VENT,542358.2,166061,POINT (542358.2000000002 166061)
ZWITNY,None,ZWITNY04,ZWITNY05,152.4,22049370,1789053,12CFX,47EF9AA9-9348-11D6-9595-0002A54212B3,LIVE,ZWITNY04,ZWITNY05,VENT,434166.5,210320.30000000002,POINT (434166.5 210320.30000000075)
ZFINSB,None,ZFINSB36,None,152.4,22220172,1791333,12E79,31A14CBC-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB36,ZFINSB,VENT,534868.00114999,185912.70226225,POINT (534868.0011 185912.70229999907)
ZPUTNY,None,ZPUTNY34,ZPUTNY38,101.60000000000001,14786842,1789745,12CZ5,698CD1CE-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY34,ZPUTNY38,VENT,524601.4,176166.30000000002,POINT (524601.4000000004 176166.30000000075)
ZSEWRD,None,ZSEWRD41,None,250,26206834,1790887,12DUV,96F53C18-E441-4055-B100-9A4800D43B39,LIVE,ZSEWRD41,ZSEWRD,UNK,530684.2,189341.4,POINT (530684.2000000002 189341.40000000037)
ZNUNHL,None,None,None,508,22170933,1795746,12HLU,6AFD0065-9355-11D6-9595-0002A54212B3,LIVE,ZNUNHL,ZWKREGCS,UNK,535044.9,175519.1,POINT (535044.9000000004 175519.09999999963)
ZWITNY,None,ZWITNY12,None,500,13835811,1796224,12HZ4,0D6034CC-9349-11D6-9595-0002A54212B3,LIVE,ZWITNY12,TF000013,VENT,443614,213934,POINT (443614 213934)
ZHORNS,None,None,None,508,26549408,1796411,12I4B,E1CFBCCB-2E06-4BB5-9C20-95A4CB8346F1,LIVE,ZHORNS,ZWKREGCN,UNK,529055.8,187336.6,POINT (529055.7999999998 187336.59999999963)
ZHEADN,None,ZHEADN05,None,76.2,25063606,1789134,12CI6,83815E52-06C9-4064-AFEE-DAE6B665044B,LIVE,ZHEADN05,ZHEADN,UNK,451591.9,204940.2,POINT (451591.9000000004 204940.19999999925)
ZCHESS,None,ZCHESS06,None,304.8,21875352,1789676,12CX8,6966241D-9352-11D6-9595-0002A54212B3,LIVE,ZCHESS06,ZCHESS,VENT,519933.9,165580.7,POINT (519933.9000000004 165580.69999999925)
ZALDBR,None,ZALDBR03,ZALDBR02,304.8,25808113,1792699,12F97,22D4B7C7-7AFF-4FE4-A81C-0F72DED57A6D,LIVE,ZALDBR03,ZALDBR02,UNK,507566.60000000003,139580,POINT (507566.5999999996 139580)
ZHAM36,None,ZHAM3620,None,152.4,22074340,1790519,12DKN,2B064C40-9355-11D6-9595-0002A54212B3,LIVE,ZHAM3620,ZHAM36,VENT,531193.1,178182.2,POINT (531193.0999999996 178182.19999999925)
ZFINSB,None,ZFINSB98,ZFINSB,250,26399167,1791338,12E7E,B956F713-1B20-47E8-BA8D-D16C5F8B779E,LIVE,ZFINSB98,ZFINSB,UNK,533684.3,181792,POINT (533684.2999999998 181792)
ZTILET,None,ZTILET03,None,228.6,16315369,1789281,12CM9,D3970723-934E-11D6-9595-0002A54212B3,LIVE,ZTILET03,ZTILET,VENT,466387.10000000003,173410,POINT (466387.0999999996 173410)
ZFRNBO,None,None,ZFRNBO02,300,16322416,1790842,12DTM,F64FDB02-9354-11D6-9595-0002A54212B3,LIVE,ZFRNBO,ZFRNBO02,VENT,539178.2,165407.6,POINT (539178.2000000002 165407.59999999963)
ZWWICK,None,ZWWICK03,None,304.8,22069001,1790828,12DT8,E4E31EF2-9354-11D6-9595-0002A54212B3,LIVE,ZWWICK03,ZWWICK,VENT,538024.1,164147.7,POINT (538024.0999999996 164147.69999999925)
ZKNOCK,None,ZKNOCK02,ZKNOCK05,300,null,7258879,4CL0J,None,LIVE,ZKNOCK06,ZKNOCK02,None,543779.8373,159283.2961,POINT (543779.8372999998 159283.29609999992)
ZSEWRD,None,ZSEWRD14,None,228.6,22076120,1791394,12E8Y,B7145132-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD14,ZSEWRD,VENT,533066.9,197776.4,POINT (533066.9000000004 197776.40000000037)
ZWOODF,None,ZWOODF85,None,228.6,21889966,1791068,12DZW,B7143BBA-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF85,ZWOODF,VENT,533877.6,191385.7,POINT (533877.5999999996 191385.69999999925)
ZSHOTV,None,ZSHOTV05,None,127,22070645,1789175,12CJB,B9643D46-9349-11D6-9595-0002A54212B3,LIVE,ZSHOTV05,ZSHOTV,VENT,455482,207476.7,POINT (455482 207476.69999999925)
ZWINWD,None,ZWINWD10,None,200,21878161,1789101,12CH9,12BE80C5-934B-11D6-9595-0002A54212B3,LIVE,ZWINWD,ZWINWD10,VENT,482358.4,215764.7,POINT (482358.4000000004 215764.69999999925)
ZCRCHH,None,ZCRCHH68,None,180,26399091,1790789,12DS5,74D926D1-BD30-47BC-B586-3C4170B580DF,LIVE,ZCRCHH68,ZCRCHH,UNK,531629.4,180992.80000000002,POINT (531629.4000000004 180992.80000000075)
ZOXLWD,None,None,None,457.2,25316949,1796018,12HTE,D4A433D1-9357-11D6-9595-0002A54212B3,LIVE,ZOXLWD,ZWKREGES,UNK,548517.5,172775.6,POINT (548517.5 172775.59999999963)
ZFINSB,None,None,ZFINSB104,152.4,null,8869725,5A4X9,None,LIVE,ZFINSB104,ZFINSB104,None,537285.9194,183423.4587,POINT (537285.9194 183423.45869999938)
None,None,None,None,300,22078264,1792465,12F2P,A02EC25C-934F-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,TF000071,FBM,473844.5,176201.5,POINT (473844.5 176201.5)
None,None,ZSUHIL02,ZSUHIL19,152.4,22065773,1790256,12DDC,003CE851-9354-11D6-9595-0002A54212B3,LIVE,ZSUHIL02,ZSUHIL19,VENT,523413.4,184807.4,POINT (523413.4000000004 184807.40000000037)
ZKEMPT,None,ZKEMPT01,ZKEMPT11,200,21834488,1789894,12D3A,9851A055-9352-11D6-9595-0002A54212B3,LIVE,ZKEMPT01,ZKEMPT11,VENT,513188.5,177893.4,POINT (513188.5 177893.40000000037)
ZRIVSE,None,None,ZRIVSE23,101.60000000000001,22043382,1791504,12EC0,90CBD780-9358-11D6-9595-0002A54212B3,LIVE,ZRIVSE,ZRIVSE23,VENT,551209.2771,177947.763,POINT (551209.2770999996 177947.76300000027)
ZCSTWD,None,ZCSTWD06,None,300,21831052,1791422,12E9Q,C543EAEB-9357-11D6-9595-0002A54212B3,LIVE,ZCSTWD06,ZCSTWD,VENT,546778.4,177032.30000000002,POINT (546778.4000000004 177032.30000000075)
ZPUTNY,None,ZPUTNY31,None,177.8,21889577,1789564,12CU4,698CDC8B-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY31,ZPUTNY,VENT,524155.3,177407.9,POINT (524155.2999999998 177407.90000000037)
ZFRNBO,None,ZFRNBO28,ZFRNBO20,304.8,16338928,1791725,12EI5,37A398EB-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO28,ZFRNBO20,VENT,542134.9,169026.6,POINT (542134.9000000004 169026.59999999963)
ZBLUNS,None,ZBLUNS13,None,406.40000000000003,21859200,1789346,12CO2,DDADFA8E-934B-11D6-9595-0002A54212B3,LIVE,ZBLUNS13,ZBLUNS,VENT,412948.4,184081.4,POINT (412948.4000000004 184081.40000000037)
ZRUSHH,None,ZRUSHH16,None,200,null,9645252,6RQCO,None,LIVE,ZRUSSH16,None,None,531365.98810885,166840.89387022,POINT (531365.9880999997 166840.89389999956)
ZBLUNS,None,ZBLUNS19,None,203.20000000000002,16336796,1789368,12COO,036D162A-934C-11D6-9595-0002A54212B3,LIVE,ZBLUNS19,ZBLUNS,VENT,415601.9,187637,POINT (415601.9000000004 187637)
ZHAM36,None,ZHAM3611,ZHAM3615,300,null,8601963,54DBF,None,LIVE,ZHAM3615,ZHAM3615,None,536545.9982832,178886.88415733,POINT (536545.9983000001 178886.88419999927)
None,None,ZRIVSE11,ZRIVSE08,300,25529352,1791723,12EI3,2B11560E-9358-11D6-9595-0002A54212B3,LIVE,ZRIVSE11,ZRIVSE08,VENT,546080.54744968,180200.10370957,POINT (546080.5473999996 180200.1037000008)
ZHAM36,None,ZHAM3608,None,304.8,22075082,1790730,12DQI,2B065C75-9355-11D6-9595-0002A54212B3,LIVE,ZHAM3608,ZHAM36,VENT,531939.291,179087.5085,POINT (531939.2910000002 179087.50850000046)
ZWOODF,None,ZWOODF126,None,177.8,19081893,1791088,12E0G,C4BB79D9-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF126,VENT,534373.08793628,193550.15169566,POINT (534373.0878999997 193550.15169999935)
ZWOODF,None,ZWOODF57,None,304.8,22037408,1791603,12EER,0C6FD3C4-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF57,ZWOODF,VENT,542893.6,182310.4,POINT (542893.5999999996 182310.40000000037)
ZRUSSH,None,ZRUSSH06,None,152.4,22031012,1790047,12D7J,B571FB02-9354-11D6-9595-0002A54212B3,LIVE,ZRUSSH06,ZRUSSH,VENT,532100.6,165059,POINT (532100.5999999996 165059)
ZHAGBH,None,None,None,450,25469946,1795825,12HO1,6EE92B04-2384-401E-85AC-C4F43972E1C1,LIVE,ZHAGBH,TF000117,UNK,449389.2,187206.30000000002,POINT (449389.2000000002 187206.30000000075)
ZFINSB,None,ZFINSB90,None,304.8,21836984,1791296,12E68,45A747D8-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB90,ZFINSB,VENT,535461.0828,184940.4422,POINT (535461.0828 184940.44219999947)
ZMAIDL,None,ZMAIDL11,ZMAIDL32,200,16356543,1790919,12DVR,E80BD6AC-9355-11D6-9595-0002A54212B3,LIVE,ZMAIDL11,ZMAIDL32,VENT,531861.3,186339.6,POINT (531861.2999999998 186339.59999999963)
ZFINSB,None,ZFINSB67,None,180,null,7841822,5O3SE,None,LIVE,ZFINSB,ZFINSB67,None,537114.88168579,180843.57448251,POINT (537114.8816999998 180843.5745000001)
ZCOCKF,None,None,None,900,22196871,1796407,12I47,7F1F204C-9354-11D6-9595-0002A54212B3,LIVE,ZCOCKF,ZWKREGEN,UNK,527903.1,196968.30000000002,POINT (527903.0999999996 196968.30000000075)
ZHEADN,None,ZHEADN09,ZHEADN12,152.4,22067398,1789124,12CHW,942CEB90-9349-11D6-9595-0002A54212B3,LIVE,ZHEADN09,ZHEADN12,VENT,450463.7,208975.7,POINT (450463.7000000002 208975.69999999925)
ZFLAXL,None,ZFLAXL02,ZFLAXL03,152.4,16336890,1789092,12CH0,4643E3B9-934B-11D6-9595-0002A54212B3,LIVE,ZFLAXL02,ZFLAXL03,VENT,407067.7,181462.2,POINT (407067.7000000002 181462.19999999925)
None,None,ZNORWD12,None,127,22061347,1790623,12DNJ,067F8932-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD12,ZWKREGCS,VENT,530939.2,172125.6,POINT (530939.2000000002 172125.59999999963)
ZBURFB,None,ZBURFB02,None,200,25224598,1796118,12HW6,0730A8C8-9348-11D6-9595-0002A54212B3,LIVE,ZBURFB02,ZWKREGWE,UNK,424705.4,211923.7,POINT (424705.4000000004 211923.69999999925)
ZWOODF,None,ZWOODF23,None,152.4,22038951,1791646,12EFY,00AA224A-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF23,ZWOODF,VENT,540524.8,188467.1,POINT (540524.7999999998 188467.09999999963)
None,None,ZNORWD12,None,101.60000000000001,22061345,1790782,12DRY,F64FF1A8-9354-11D6-9595-0002A54212B3,LIVE,ZNORWD12,ZWKREGCS,VENT,530624.5,171030.80000000002,POINT (530624.5 171030.80000000075)
ZHAMCO,None,ZHAMCO05,None,381,22054949,1789503,12CSF,334070C0-9352-11D6-9595-0002A54212B3,LIVE,ZHAMCO05,ZHAMCO,VENT,512129.7,169616,POINT (512129.7000000002 169616)
ZSTOW1,None,None,ZSTOW103,152.4,22177147,1797265,12IS1,BDF83036-9347-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,ZSTOW103,VENT,415920.4,231882.5,POINT (415920.4000000004 231882.5)
None,None,ZBARHT20,None,228.6,25723683,1790224,12DCG,003CDD15-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT20,ZWKREGCN,VENT,523861.5,182502.7,POINT (523861.5 182502.69999999925)
None,None,None,None,304.8,22047041,1789854,12D26,46B0C50B-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,VENT,521846,179129.80000000002,POINT (521846 179129.80000000075)
ZHGHGA,None,ZHGHGA03,ZHGHGA04,177.8,22065230,1790317,12DF1,4DAD6334-9354-11D6-9595-0002A54212B3,LIVE,ZHGHGA04,ZHGHGA03,VENT,527296.2,189412.1,POINT (527296.2000000002 189412.09999999963)
None,None,ZRIVSE22,ZRIVSE23,304.8,21831871,1791498,12EBU,712D96E6-9358-11D6-9595-0002A54212B3,LIVE,ZRIVSE22,ZRIVSE23,VENT,550625,178713.7,POINT (550625 178713.69999999925)
None,None,None,None,300,22078771,1796301,12I19,B45AE14C-934F-11D6-9595-0002A54212B3,LIVE,TF000081                      ,ZWKREGWE,UNK,476520.7,170542.6,POINT (476520.7000000002 170542.59999999963)
None,None,ZNORWD10,ZNORWD11,127,22033073,1790779,12DRV,067F88AD-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD10,ZNORWD11,VENT,530598.8,172265.9,POINT (530598.7999999998 172265.90000000037)
None,None,None,None,300,22130925,1792118,12ET2,BDF82C07-9347-11D6-9595-0002A54212B3,LIVE,TF000114                      ,None,FBM,419198,227468.9,POINT (419198 227468.90000000037)
ZLONGL,None,ZLONGL02,ZLONGL04,101.60000000000001,25592516,1791846,12ELI,67E91D98-1291-4765-AC10-7BE68FB5CDED,LIVE,ZLONGL02,ZLONGL04,UNK,415594.9,241585.6,POINT (415594.9000000004 241585.59999999963)
ZRUSSH,None,None,None,600,null,9523884,6O5OC,None,LIVE,ZRUSSH,None,None,531344.04248127,163874.36854288,POINT (531344.0425000004 163874.36849999987)
ZCRCHH,None,ZCRCHH62,None,180,null,9001418,5DYJE,None,LIVE,ZCRCHH62,ZCRCHH,None,532317.4964,182804.8204,POINT (532317.4963999996 182804.82039999962)
ZSHOTV,None,None,None,304.8,25483579,1796278,12I0M,80CD883D-17FD-49EE-94D0-3182817EFA11,LIVE,ZSHOTV,ZWKREGWE,UNK,455826.8,206476.7,POINT (455826.7999999998 206476.69999999925)
ZWOODF,None,ZWOODF110,None,304.8,22037424,1791258,12E56,00AA2A7C-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF110,ZWOODF,VENT,541245.2,180986.5,POINT (541245.2000000002 180986.5)
ZNORWD,None,ZNORWD40,None,150,null,7341130,4DCGA,None,LIVE,ZWKREGES,ZNORWD40,VENT,532936.47361908,167834.97907168,POINT (532936.4736000001 167834.9791000001)
ZFINSB,None,ZFINSB71,None,200,null,9697411,6SVLJ,None,LIVE,ZFINSB71,None,None,538842.65902142,181039.45429681,POINT (538842.659 181039.4542999994)
None,None,ZNORWD05,None,101.60000000000001,14822377,1789223,12CKN,88012326-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,ZWKREGCS,VENT,526520.7,172166.1,POINT (526520.7000000002 172166.09999999963)
ZWOODF,ZWOODF,None,ZWOODF55,228.6,22037412,1791589,12EED,00AA3E14-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF55,VENT,541443.1,183217.2,POINT (541443.0999999996 183217.19999999925)
ZFRNBO,None,ZFRNBO31,None,152.4,22064367,1791885,12EML,6119E6DB-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO31,ZFRNBO,VENT,546276.3,166284.1,POINT (546276.2999999998 166284.09999999963)
ZMAIDL,None,ZMAIDL48,None,180,null,7306018,4DLDY,None,LIVE,ZMAIDL,ZMAIDL,None,529889.88779179,180898.66129894,POINT (529889.8877999997 180898.6612999998)
None,None,ZSUHIL02,ZSUHIL19,101.60000000000001,21887432,1790479,12DJJ,F48F1BB0-9353-11D6-9595-0002A54212B3,LIVE,ZSUHIL02,ZSUHIL19,VENT,522938.7,185034.30000000002,POINT (522938.7000000002 185034.30000000075)
ZPUTNY,None,ZPUTNY23,None,304.8,25169255,1789583,12CUN,698CD61A-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY23,ZPUTNY,VENT,524895.8,177818.9,POINT (524895.7999999998 177818.90000000037)
ZRUSSH,None,ZRUSSH12,None,null,null,8481384,52SA0,None,LIVE,ZRUSSH12,None,VENT,531250.6256,167913.8777,POINT (531250.6255999999 167913.87769999914)
ZASHDN,ZWINWD,ZASHDN00,ZWINWD05,152.4,25721726,1796329,12I21,674FA400-ABC2-45C8-A1D1-6FDCD06D7977,LIVE,ZASHDN00,ZWINWD05,UNK,483674.2,209072.5,POINT (483674.2000000002 209072.5)
ZHGHBE,None,ZHGHBE06,None,152.4,22054756,1791655,12EG7,2B117067-9358-11D6-9595-0002A54212B3,LIVE,ZHGHBE,ZHGHBE,VENT,540455.4888,197991.3999,POINT (540455.4888000004 197991.39990000054)
ZBARHT,ZBARHT,ZBARHT62,None,250,null,7977058,5R8ID,None,LIVE,ZBARHT62,ZBARHT,VENT,524877.59859636,182119.44437199,POINT (524877.5986000001 182119.44439999945)
ZMAIDL,None,ZMAIDL16,None,228.6,16387186,1790987,12DXN,E80BBD0B-9355-11D6-9595-0002A54212B3,LIVE,ZMAIDL16,ZMAIDL,VENT,531599.9,184759,POINT (531599.9000000004 184759)
ZTILEH,None,ZTILEH26,None,90,25160138,1795937,12HR5,6E172083-BB92-4301-B3F7-3469EFC8D951,LIVE,ZTILEH,ZTILEH26,UNK,467562.7555,174972.6662,POINT (467562.75549999997 174972.6662000008)
ZCHESS,None,ZCHESS09,ZCHESS11,300,21875315,1789413,12CPX,46CCF1F8-9352-11D6-9595-0002A54212B3,LIVE,ZCHESS09,ZCHESS11,VENT,517083.6734768,164742.58434127,POINT (517083.67349999957 164742.58430000022)
ZCHIPO,None,ZCHIPO01,None,152.4,25027224,1796170,12HXM,176A86CF-D01D-4CCC-8B45-2A2FDC0E1E3E,LIVE,ZCHIPO01,None,UNK,431888,227044.1,POINT (431888 227044.09999999963)
None,None,None,None,300,25088710,1791919,12ENJ,0B1002D2-9347-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,None,VENT,401948.9,204807.30000000002,POINT (401948.9000000004 204807.30000000075)
ZSEWRD,None,ZSEWRD64,None,101.60000000000001,22075933,1789434,12CQI,72C8F816-9351-11D6-9595-0002A54212B3,LIVE,ZSEWRD64,ZSEWRD,VENT,538464.3,200437.1,POINT (538464.2999999998 200437.09999999963)
ZSUR30,None,ZSUR3013,ZSUR3023,127,22047606,1789735,12CYV,1ADCCAC2-9353-11D6-9595-0002A54212B3,LIVE,ZSUR3013,ZSUR3023,VENT,523214.60000000003,169337.2,POINT (523214.5999999996 169337.19999999925)
ZTILEH,None,ZTILEH14,ZTILEH13,150,16311268,1789298,12CMQ,50E3ED0B-934F-11D6-9595-0002A54212B3,LIVE,ZTILEH14,ZTILEH13,VENT,470310.0433,172549.3875,POINT (470310.0433 172549.38749999925)
None,None,ZBARHT53,None,180,26340743,1790572,12DM4,0D234C5B-CE88-4051-9382-61058CA04E77,LIVE,ZBARHT53,ZWKREGCN,UNK,525405,181923.6,POINT (525405 181923.59999999963)
ZPUTNY,None,ZPUTNY17,None,304.8,25003901,1790372,12DGK,1AB8E523-6584-48CA-A6C0-ABC44BF323B3,LIVE,ZPUTNY17,ZPUTNY,UNK,528166.8,179421.1,POINT (528166.7999999998 179421.09999999963)
None,None,None,None,177.8,13954396,1796320,12I1S,981939F8-934A-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,None,UNK,475047.2,221271.4,POINT (475047.2000000002 221271.40000000037)
None,None,ZNORWD29,None,127,22039784,1790171,12DAZ,B572117D-9354-11D6-9595-0002A54212B3,LIVE,ZNORWD29,ZWKREGCS,VENT,532293.4,168573.7,POINT (532293.4000000004 168573.69999999925)
ZEALNG,None,<Null>,ZEALNG21,304.8,21832063,1789805,12D0T,DE3E1E86-9352-11D6-9595-0002A54212B3,LIVE,ZEALNG,ZEALNG21,VENT,519508.9,179809.80000000002,POINT (519508.9000000004 179809.80000000075)
None,None,ZBARHT54,None,250,26306433,1789654,12CWM,DAF8F668-30B8-48EA-A087-2B985C955A45,LIVE,ZBARHT,ZBARHT54,UNK,521183.3,178525,POINT (521183.2999999998 178525)
ZSTHFL,None,ZSTHFL13,None,101.60000000000001,19081813,1791558,12EDI,BA6858CB-9358-11D6-9595-0002A54212B3,LIVE,ZSTHFL13,ZSTHFL,VENT,558941.2,174785.7,POINT (558941.2000000002 174785.69999999925)
ZHAMCO,None,ZHAMCO28,ZHAMCO27,152.4,21835834,1790599,12DMV,E8AA92C9-9353-11D6-9595-0002A54212B3,LIVE,ZHAMCO28,ZHAMCO27,VENT,522262.8,180080.1,POINT (522262.7999999998 180080.09999999963)
None,None,None,None,null,25501767,1793396,12FSK,43BF900C-96ED-43BA-AA5A-CCD6B73CF25F,LIVE,RF000004,None,FBM,486974.3,192760.9,POINT (486974.2999999998 192760.90000000037)
None,None,ZSUHIL20,None,177.8,21884201,1790579,12DMB,F48F1163-9353-11D6-9595-0002A54212B3,LIVE,ZSUHIL20,ZWKREGCN,VENT,522161.3,183426.80000000002,POINT (522161.2999999998 183426.80000000075)
ZMAIDL,None,ZMAIDL40,None,315,26103805,1790078,12D8E,517D6DE9-3F5A-477B-BC1E-0FF0DD7D07D7,LIVE,ZMAIDL40,ZMAIDL,UNK,528923.7,184711,POINT (528923.7000000002 184711)
